Title,IMDb Rating,Year,Certificates,Genre,Director,Star Cast,MetaScore,Poster-src,Duration (minutes),embedding_text,Generated_Plot
Killers of the Flower Moon,7.6,2023,R,Crime,Martin Scorsese,Leonardo DiCaprioRobert De NiroLily Gladstone,89.0,"https://m.media-amazon.com/images/M/MV5BMjE4ZTZlNDAtM2Q3YS00YjFhLThjN2UtODg2ZGNlN2E2MWU2XkEyXkFqcGdeQXVyMTUzMTg2ODkz._V1_QL75_UX190_CR0,2,190,281_.jpg",206.0,Title: Killers of the Flower Moon; Genre: Crime; Director: Martin Scorsese; Cast: Leonardo DiCaprioRobert De NiroLily Gladstone,"In 1920s Oklahoma, the Osage Nation prospers after oil is discovered on their land.  A string of mysterious deaths plagues the tribe, raising suspicions of a sinister plot.  A determined FBI agent investigates the escalating violence, uncovering a web of greed and murder that threatens to wipe out an entire people.  The fight for justice becomes a desperate battle against powerful forces determined to keep their ill-gotten gains."
The Zone of Interest,7.4,2023,PG-13,Drama,Jonathan Glazer,Christian FriedelSandra HüllerJohann Karthaus,92.0,"https://m.media-amazon.com/images/M/MV5BYzRmOGQwZjktYjM2Ni00M2NmLWFlZDYtZGFhM2RkM2VhZDI1XkEyXkFqcGdeQXVyMTM1NjM2ODg1._V1_QL75_UX190_CR0,2,190,281_.jpg",105.0,Title: The Zone of Interest; Genre: Drama; Director: Jonathan Glazer; Cast: Christian FriedelSandra HüllerJohann Karthaus,"A chilling portrait of banal normalcy juxtaposed with unimaginable horrors,  *The Zone of Interest* follows the lives of a family living near Auschwitz.  Their comfortable existence is interwoven with the daily operations of the death camp, revealing the insidious normalization of evil.  The film explores the unsettling disconnect between private lives and public atrocities, forcing a confrontation with the complexities of complicity and denial.  Ultimately, it's a haunting exploration of human nature in the face of extreme evil."
Oppenheimer,8.3,2023,R,Biography,Christopher Nolan,Cillian MurphyEmily BluntMatt Damon,90.0,"https://m.media-amazon.com/images/M/MV5BMDBmYTZjNjUtN2M1MS00MTQ2LTk2ODgtNzc2M2QyZGE5NTVjXkEyXkFqcGdeQXVyNzAwMjU2MTY@._V1_QL75_UX190_CR0,0,190,281_.jpg",180.0,Title: Oppenheimer; Genre: Biography; Director: Christopher Nolan; Cast: Cillian MurphyEmily BluntMatt Damon,"Oppenheimer chronicles the life of J. Robert Oppenheimer, the brilliant but conflicted physicist who spearheaded the Manhattan Project during World War II.  His relentless pursuit of scientific advancement leads him to create the atomic bomb, a creation that forever alters the course of history.  The film explores the moral and ethical dilemmas he faces, juxtaposing his scientific genius with the devastating consequences of his work.  The weight of his invention and the political machinations surrounding it threaten to consume him.  Ultimately, his legacy is a complex tapestry woven from ambition, genius, and profound regret."
Teri Baaton Mein Aisa Uljha Jiya,6.3,2024,R,Comedy,Amit Joshi,Shahid KapoorKriti SanonDharmendra,66.0,"https://m.media-amazon.com/images/M/MV5BYWExMzM3MjgtNDA4NC00MmNiLWI1MDQtMGI0MmZiYzc1ZWE1XkEyXkFqcGdeQXVyOTI3MzI4MzA@._V1_QL75_UY281_CR18,0,190,281_.jpg",116.3,Title: Teri Baaton Mein Aisa Uljha Jiya; Genre: Comedy; Director: Amit Joshi; Cast: Shahid KapoorKriti SanonDharmendra,"A charming but hopelessly clumsy architect finds his meticulously planned life thrown into delightful chaos when he falls for a free-spirited artist.  Their contrasting personalities clash hilariously, creating a whirlwind of miscommunications and unexpected adventures.  As their connection deepens, he must learn to embrace spontaneity and she must confront her own anxieties.  Ultimately, they discover that love's greatest adventures are found in the unpredictable detours of life."
Wreck-It Ralph,7.7,2012,PG,Animation,Rich Moore,Rich MoorePhil JohnstonJim Reardon,72.0,"https://m.media-amazon.com/images/M/MV5BNzMxNTExOTkyMF5BMl5BanBnXkFtZTcwMzEyNDc0OA@@._V1_QL75_UX190_CR0,0,190,281_.jpg",101.0,Title: Wreck-It Ralph; Genre: Animation; Director: Rich Moore; Cast: Rich MoorePhil JohnstonJim Reardon,"Wreck-It Ralph, a villain in a retro arcade game, yearns for more than his assigned role.  Tired of being the bad guy, he embarks on a quest to prove he's a hero, venturing into other game worlds.  His journey leads him to unexpected allies and perilous challenges as he fights to change his fate.  But a glitch in the system threatens all the games, and only Ralph can save them.  Ultimately, he learns that being a hero isn't about the role, but about the actions."
Sky High,6.3,2005,PG,Action,Mike Mitchell,Kurt RussellKelly PrestonMichael Angarano,62.0,"https://m.media-amazon.com/images/M/MV5BZjA2NmY1OTQtMjE4Mi00NGRkLWFmODUtM2Q3ZTRlYjZhNWYwXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_QL75_UX190_CR0,0,190,281_.jpg",100.0,Title: Sky High; Genre: Action; Director: Mike Mitchell; Cast: Kurt RussellKelly PrestonMichael Angarano,"In a world where superheroes are commonplace, a teenager with latent powers must navigate the pressures of Sky High, a prestigious high school for gifted offspring.  Struggling to live up to his parents' legendary legacies, he discovers his own unique abilities, and a hidden threat to the entire superhero community.  He teams up with unlikely allies to unravel a conspiracy, forcing him to confront his insecurities and embrace his true potential.  The fate of the world rests on his shoulders as he battles a powerful enemy in a spectacular showdown."
The Lego Movie,7.7,2014,PG,Animation,Phil Lord,Phil LordChristopher MillerDan Hageman,83.0,"https://m.media-amazon.com/images/M/MV5BMTg4MDk1ODExN15BMl5BanBnXkFtZTgwNzIyNjg3MDE@._V1_QL75_UX190_CR0,0,190,281_.jpg",100.0,Title: The Lego Movie; Genre: Animation; Director: Phil Lord; Cast: Phil LordChristopher MillerDan Hageman,"Emmet, an ordinary Lego construction worker, is mistakenly identified as the prophesied Master Builder who can save the Lego universe from the tyrannical Lord Business.  Suddenly thrust into an extraordinary adventure, Emmet must team up with a diverse group of quirky Lego characters.  Their quest involves battling against overwhelming odds and discovering the power of creativity and individuality. Ultimately, they must fight to prevent Lord Business from gluing the Lego world into a permanent, unchangeable state.  Emmet learns that even the most ordinary person can make an extraordinary difference."
The Return of the Living Dead,7.3,1985,R,Comedy,Dan O'Bannon,Rudy RicciJohn A. RussoRussell Streiner,66.0,"https://m.media-amazon.com/images/M/MV5BNmNlM2RmZTEtNGVhNS00MjU3LWI1OWUtMWI5MThlYTVjM2M5XkEyXkFqcGdeQXVyMTUzMDUzNTI3._V1_QL75_UX190_CR0,4,190,281_.jpg",91.0,Title: The Return of the Living Dead; Genre: Comedy; Director: Dan O'Bannon; Cast: Rudy RicciJohn A. RussoRussell Streiner,"A medical supply warehouse accidentally unleashes a deadly gas that reanimates the recently deceased.  Two employees, along with a punk rocker and a couple of morticians, become unwitting participants in a chaotic and hilarious fight for survival against the ravenous, increasingly intelligent zombies.  The situation spirals wildly out of control as the undead spread their unique brand of infectious mayhem.  With their lives hanging in the balance, they must find a way to stop the zombie apocalypse before it consumes the entire world.  Dark humor and outrageous situations abound as they struggle against the unrelenting tide of the resurrected."
Mars Attacks!,6.4,1996,PG-13,Comedy,Tim Burton,Len BrownWoody GelmanWally Wood,52.0,"https://m.media-amazon.com/images/M/MV5BNThlMjBmOWItNjljZi00ZGU4LWJkZjgtNWU1ZjI1MTg4MzczXkEyXkFqcGdeQXVyNTIzOTk5ODM@._V1_QL75_UX190_CR0,3,190,281_.jpg",106.0,Title: Mars Attacks!; Genre: Comedy; Director: Tim Burton; Cast: Len BrownWoody GelmanWally Wood,"A seemingly friendly Martian invasion quickly turns terrifyingly comedic as bizarrely armed aliens descend upon Earth.  Their advanced weaponry meets surprisingly hilarious resistance from a ragtag group of humans.  Chaos erupts across the globe as the invaders' plans are far more sinister than anyone anticipated.  Expect ray guns, exploding heads, and a whole lot of unexpected Martian mischief. The fate of humanity hangs in the balance, amidst a whirlwind of outlandish humor and unexpected twists."
Robots,6.4,2005,PG,Animation,Chris Wedge,David Lindsay-AbaireLowell GanzBabaloo Mandel,64.0,"https://m.media-amazon.com/images/M/MV5BNDYyNjY1NjY1M15BMl5BanBnXkFtZTcwNjk5MDczMw@@._V1_QL75_UX190_CR0,0,190,281_.jpg",91.0,Title: Robots; Genre: Animation; Director: Chris Wedge; Cast: David Lindsay-AbaireLowell GanzBabaloo Mandel,"In a futuristic city powered by robots, a young, rule-breaking inventor discovers a shocking conspiracy that threatens the very foundation of their society.  He teams up with a quirky band of robots to uncover the truth, facing off against powerful forces determined to keep the secret hidden.  Their journey is filled with humor and heart-stopping action as they fight to protect their world from a catastrophic outcome. The fate of both robots and humans hangs in the balance."
Incredibles 2,7.5,2018,PG,Animation,Brad Bird,Craig T. NelsonHolly HunterSarah Vowell,80.0,"https://m.media-amazon.com/images/M/MV5BMTEzNzY0OTg0NTdeQTJeQWpwZ15BbWU4MDU3OTg3MjUz._V1_QL75_UX190_CR0,0,190,281_.jpg",118.0,Title: Incredibles 2; Genre: Animation; Director: Brad Bird; Cast: Craig T. NelsonHolly HunterSarah Vowell,"The Parr family faces a new threat as the government attempts to reignite the superhero program, focusing on Elastigirl's abilities.  While Helen takes center stage in a public campaign, Bob struggles to manage the challenges of being a stay-at-home dad to their super-powered children.  A mysterious new villain emerges, threatening to undermine Elastigirl's efforts and the family's already fragile stability.  The Parrs must work together, navigating shifting family dynamics and increasingly dangerous foes, to save the day and maintain their family bonds."
Lilo & Stitch,7.3,2002,PG,Animation,Dean DeBlois,Chris SandersDean DeBlois,74.0,"https://m.media-amazon.com/images/M/MV5BYTY5MGE4MjEtNTMzYy00ODAxLWFiNDQtNzhlOGJiZWIzNDhkXkEyXkFqcGdeQXVyNTM5NzI0NDY@._V1_QL75_UX190_CR0,0,190,281_.jpg",85.0,Title: Lilo & Stitch; Genre: Animation; Director: Dean DeBlois; Cast: Chris SandersDean DeBlois,"A lonely Hawaiian girl named Lilo adopts a mischievous, genetically engineered alien she calls Stitch, believing him to be a dog.  Stitch's destructive tendencies and a relentless galactic agent pursuing him threaten to tear Lilo's family apart.  However, through their unexpected bond, Lilo teaches Stitch the meaning of 'ohana,'  a family bond stronger than blood.  Their journey of self-discovery and unlikely friendship culminates in a heartwarming battle against the forces seeking to capture Stitch."
Minions,6.4,2015,PG,Animation,Kyle Balda,Sandra BullockJon HammMichael Keaton,56.0,"https://m.media-amazon.com/images/M/MV5BMTUwNjcxNzAwOF5BMl5BanBnXkFtZTgwNzEzMzIzNDE@._V1_QL75_UX190_CR0,10,190,281_.jpg",91.0,Title: Minions; Genre: Animation; Director: Kyle Balda; Cast: Sandra BullockJon HammMichael Keaton,"Before they met Gru, the mischievous Minions were searching for a truly evil boss to serve.  Their chaotic quest leads them to a villainous 1960s convention where they encounter Scarlet Overkill, a supervillain with ambitious plans for world domination.  The Minions' loyalty is tested as they unintentionally cause mayhem and hilarity. Ultimately, their loyalty and inherent silliness inadvertently save the day.  Their journey proves even the most bumbling minions can make a difference."
Ghostbusters II,6.6,1989,PG,Action,Ivan Reitman,Dan AykroydHarold Ramis,56.0,"https://m.media-amazon.com/images/M/MV5BNWI5NTg3MTMtZWY0Ny00YWJmLThkZDUtMTBkZTVhMDAyMmVlXkEyXkFqcGdeQXVyNjc5NjEzNA@@._V1_QL75_UX190_CR0,2,190,281_.jpg",108.0,Title: Ghostbusters II; Genre: Action; Director: Ivan Reitman; Cast: Dan AykroydHarold Ramis,"Five years after their first paranormal encounter, the Ghostbusters are back.  A surge of ectoplasmic energy threatens to engulf New York City, fueled by a malevolent entity rising from beneath the streets.  The team must once again utilize their proton packs and ingenuity to overcome a powerful, ancient evil. Their battle against this supernatural force will test their limits and their friendships as the fate of the city hangs in the balance.  Only the Ghostbusters can save the day (again)."
Big Hero 6,7.8,2014,PG,Animation,Don Hall,Jordan RobertsRobert L. BairdDaniel Gerson,74.0,"https://m.media-amazon.com/images/M/MV5BMDliOTIzNmUtOTllOC00NDU3LWFiNjYtMGM0NDc1YTMxNjYxXkEyXkFqcGdeQXVyNTM3NzExMDQ@._V1_QL75_UY281_CR4,0,190,281_.jpg",102.0,Title: Big Hero 6; Genre: Animation; Director: Don Hall; Cast: Jordan RobertsRobert L. BairdDaniel Gerson,"In the futuristic city of San Fransokyo, a robotics prodigy builds a compassionate healthcare companion robot named Baymax.  When a devastating event strikes, the inventive Hiro teams up with Baymax and a group of his friends – each possessing unique skills – to uncover a sinister plot.  This unlikely band of heroes must harness their combined abilities to save the city and confront a powerful enemy.  Their journey blends cutting-edge technology with heartwarming camaraderie as they grapple with loss and rediscover the true meaning of heroism."
Guardians of the Galaxy Vol. 2,7.6,2017,PG-13,Action,James Gunn,James GunnDan AbnettAndy Lanning,67.0,"https://m.media-amazon.com/images/M/MV5BNjM0NTc0NzItM2FlYS00YzEwLWE0YmUtNTA2ZWIzODc2OTgxXkEyXkFqcGdeQXVyNTgwNzIyNzg@._V1_QL75_UX190_CR0,0,190,281_.jpg",136.0,Title: Guardians of the Galaxy Vol. 2; Genre: Action; Director: James Gunn; Cast: James GunnDan AbnettAndy Lanning,"The ragtag Guardians of the Galaxy face new threats as they unravel the mystery of Peter Quill's parentage.  Their journey is fraught with danger and hilarious mishaps as they encounter a powerful new enemy and confront long-buried family secrets.  Teamwork and unexpected alliances are tested as they fight to save the galaxy from a devastating force.  Old wounds are reopened, and the Guardians must learn to trust each other more than ever to survive.  Ultimately, they discover the true meaning of family and the strength found in unity."
The Adam Project,6.7,2022,PG-13,Action,Shawn Levy,Jonathan TropperT.S. NowlinJennifer Flackett,55.0,"https://m.media-amazon.com/images/M/MV5BOWM0YWMwMDQtMjE5NS00ZTIwLWE1NWEtODViMWZjMWI2OTU3XkEyXkFqcGdeQXVyMTEyMjM2NDc2._V1_QL75_UY281_CR0,0,190,281_.jpg",106.0,Title: The Adam Project; Genre: Action; Director: Shawn Levy; Cast: Jonathan TropperT.S. NowlinJennifer Flackett,"A time-traveling fighter pilot crash-lands in the past and must team up with his younger self to repair his ship and confront a dangerous threat.  Their mission takes them on a thrilling adventure through time, forcing them to confront their past traumas and learn to work together.  Along the way, they reconnect with their estranged family, forging stronger bonds amidst the chaos.  The stakes are high as they race against the clock to prevent a catastrophic future, and the fate of the world hangs in the balance.  Ultimately, it's a story about family, forgiveness, and the power of second chances."
Time Bandits,6.9,1981,PG,Adventure,Terry Gilliam,Sean ConneryShelley DuvallJohn Cleese,79.0,"https://m.media-amazon.com/images/M/MV5BODg1NGYwN2MtNWI0OC00N2RiLWE4YzMtOTlhZTgxNmI3NTM0XkEyXkFqcGdeQXVyMjUzOTY1NTc@._V1_QL75_UX190_CR0,3,190,281_.jpg",110.0,Title: Time Bandits; Genre: Adventure; Director: Terry Gilliam; Cast: Sean ConneryShelley DuvallJohn Cleese,"A young boy stumbles upon a group of dwarves who've stolen a time machine.  Their chaotic journey through history leads them on a wild goose chase for treasure and encounters with historical figures, both real and imagined.  Pursued by an enraged Supreme Being, the unlikely heroes must outwit their pursuers while navigating the paradoxes of time travel. Their quest for riches becomes a fight for survival as the very fabric of time itself unravels around them.  In the end, they must choose between the allure of boundless wealth and the preciousness of their own existence."
"Honey, I Shrunk the Kids",6.4,1989,PG,Adventure,Joe Johnston,Stuart GordonBrian YuznaEd Naha,63.0,"https://m.media-amazon.com/images/M/MV5BOTQ1NTg4MDAtOGU0OS00ZGQwLTliZjQtNDEzZjAzZGI5MjFjXkEyXkFqcGdeQXVyNTI4MjkwNjA@._V1_QL75_UX190_CR0,0,190,281_.jpg",93.0,"Title: Honey, I Shrunk the Kids; Genre: Adventure; Director: Joe Johnston; Cast: Stuart GordonBrian YuznaEd Naha","A brilliant but absent-minded inventor accidentally shrinks his children to the size of insects.  Suddenly facing a giant world of towering blades of grass and terrifying insects, the kids must navigate their backyard to find their way home.  Their journey is fraught with peril and unexpected encounters with the bizarre fauna and flora of their miniature landscape.  They must use their wits and teamwork to survive and overcome the dangers of this overwhelming new environment before their father discovers their predicament.  Ultimately, they learn the importance of family and facing challenges together."
Paul,6.9,2011,R,Adventure,Greg Mottola,Simon PeggNick FrostSeth Rogen,57.0,"https://m.media-amazon.com/images/M/MV5BZmM4YjAyODktOWM0YS00MmVjLWI0YzMtYTBhYzczZGU5YzBiXkEyXkFqcGdeQXVyNTIzOTk5ODM@._V1_QL75_UX190_CR0,0,190,281_.jpg",104.0,Title: Paul; Genre: Adventure; Director: Greg Mottola; Cast: Simon PeggNick FrostSeth Rogen,"Two British comic book geeks on a road trip across America stumble upon a secret: a foul-mouthed, chain-smoking alien named Paul.  Their pilgrimage to legendary UFO sites takes a wild turn as they become entangled in a government conspiracy and a desperate escape.  Suddenly, their nerdy adventure becomes a fight for survival against shadowy agents and a race against time.  With Paul's help – however begrudging – they must outsmart their pursuers and ultimately decide the fate of the universe."
Ant-Man and the Wasp: Quantumania,6.1,2023,PG-13,Action,Peyton Reed,Jeff LovenessStan LeeLarry Lieber,48.0,"https://m.media-amazon.com/images/M/MV5BODZhNzlmOGItMWUyYS00Y2Q5LWFlNzMtM2I2NDFkM2ZkYmE1XkEyXkFqcGdeQXVyMTU5OTA4NTIz._V1_QL75_UX190_CR0,0,190,281_.jpg",124.0,Title: Ant-Man and the Wasp: Quantumania; Genre: Action; Director: Peyton Reed; Cast: Jeff LovenessStan LeeLarry Lieber,"Scott Lang and Hope van Dyne return to the Quantum Realm, this time facing a far greater threat than ever before.  Their exploration takes a terrifying turn when they encounter Kang the Conqueror, a powerful and enigmatic villain who holds the Quantum Realm captive.  Caught in a desperate struggle for survival, the Ant-Family must use their shrinking and growing abilities to the fullest to escape Kang's tyrannical rule and save reality itself. The fate of the multiverse hangs in the balance."
Teenage Mutant Ninja Turtles,6.8,1990,PG,Action,Steve Barron,Kevin EastmanPeter LairdBobby Herbeck,51.0,"https://m.media-amazon.com/images/M/MV5BNzg3NTQ4NDk5NV5BMl5BanBnXkFtZTgwNzMzNDg4NjE@._V1_QL75_UX190_CR0,0,190,281_.jpg",93.0,Title: Teenage Mutant Ninja Turtles; Genre: Action; Director: Steve Barron; Cast: Kevin EastmanPeter LairdBobby Herbeck,"Four mutated turtle brothers, trained in ninjutsu, emerge from the sewers to protect New York City from the evil Shredder and his Foot Clan.  Their quest for justice leads them into a thrilling battle against Shredder's technologically advanced weaponry and henchmen.  Along the way, they form an unlikely alliance with a courageous reporter, April O'Neil.  The Turtles must overcome their differences and utilize their unique skills to defeat Shredder and save the city.  Their adventure is filled with action, humor, and plenty of pizza."
Death Race 2000,6.2,1975,R,Action,Paul Bartel,David CarradineSylvester StalloneSimone Griffeth,58.0,"https://m.media-amazon.com/images/M/MV5BMjg4M2QzYzgtOGMyOC00MjNmLWFlYTUtZWVjM2E3NGM2OTAzXkEyXkFqcGdeQXVyNjc5NjEzNA@@._V1_QL75_UX190_CR0,2,190,281_.jpg",80.0,Title: Death Race 2000; Genre: Action; Director: Paul Bartel; Cast: David CarradineSylvester StalloneSimone Griffeth,"In a dystopian future, a brutal, televised car race spans the nation.  Drivers earn points not just for speed, but for violently eliminating pedestrians along the route.  A hardened racer must navigate treacherous tracks, ruthless competitors, and the twisted game's corrupt overseers to win the ultimate prize.  Survival is secondary to the thrill of the kill in this high-octane, death-defying spectacle. The fate of the nation hangs in the balance as the race unfolds."
Ghostbusters,6.8,2016,PG-13,Action,Paul Feig,Katie DippoldPaul FeigIvan Reitman,60.0,"https://m.media-amazon.com/images/M/MV5BNGYzNDM0M2QtZDFkNy00OTI2LWIyNjctNjNhNDM5Zjk3NzU2XkEyXkFqcGdeQXVyNjQ3MDg0MTY@._V1_QL75_UX190_CR0,0,190,281_.jpg",117.0,Title: Ghostbusters; Genre: Action; Director: Paul Feig; Cast: Katie DippoldPaul FeigIvan Reitman,"A team of four female scientists, armed with cutting-edge technology, must confront a supernatural threat engulfing New York City.  Their unconventional methods and witty banter are put to the ultimate test as they battle ghosts of all shapes and sizes.  Facing skepticism and overwhelming odds, they race against time to prevent a spectral apocalypse.  The fate of the city, and possibly the world, rests on their paranormal expertise and bravery.  Only they can bust ghosts."
Galaxy Quest,7.4,1999,PG,Adventure,Dean Parisot,David HowardRobert Gordon,70.0,"https://m.media-amazon.com/images/M/MV5BNmZlNTY5YjQtZTU5ZC00MzcyLWI1NDMtNjA0ZjQxMmQwYjJmL2ltYWdlXkEyXkFqcGdeQXVyNTAyODkwOQ@@._V1_QL75_UY281_CR4,0,190,281_.jpg",102.0,Title: Galaxy Quest; Genre: Adventure; Director: Dean Parisot; Cast: David HowardRobert Gordon,"A washed-up cast of a beloved sci-fi TV show is mistaken for the real deal by a desperate alien race.  Forced to confront genuine extraterrestrial threats, these aging actors must rise to the occasion and become the heroes their characters once were.  Their comedic mishaps and genuine courage collide as they face down a terrifying alien invasion and discover a deeper meaning to their fictional legacy.  What began as a lucrative fan convention turns into a fight for survival across the galaxy."
Minions: The Rise of Gru,6.5,2022,PG,Animation,Kyle Balda,Matthew FogelBrian Lynch,56.0,"https://m.media-amazon.com/images/M/MV5BNDM3YWEwYTMtNmY3ZS00YzJiLWFlNWItOWFmNjY0YzA4ZDE3XkEyXkFqcGdeQXVyMTA3MDk2NDg2._V1_QL75_UX190_CR0,0,190,281_.jpg",87.0,Title: Minions: The Rise of Gru; Genre: Animation; Director: Kyle Balda; Cast: Matthew FogelBrian Lynch,"Before he became the supervillain the world knows, a young Gru dreams of joining the Vicious 6, a supervillain group.  His audacious plan to prove himself involves stealing a powerful artifact.  However, his attempts are hilariously thwarted by his chaotic, yet loyal, Minions.  With their unique brand of mayhem and unexpected assistance, Gru might just achieve his villainous ambitions.  But the path to infamy is filled with laughter, lessons, and unexpected friendships."
Despicable Me,7.6,2010,PG,Animation,Pierre Coffin,Steve CarellJason SegelRussell Brand,72.0,"https://m.media-amazon.com/images/M/MV5BMTY3NjY0MTQ0Nl5BMl5BanBnXkFtZTcwMzQ2MTc0Mw@@._V1_QL75_UX190_CR0,0,190,281_.jpg",95.0,Title: Despicable Me; Genre: Animation; Director: Pierre Coffin; Cast: Steve CarellJason SegelRussell Brand,"A supervillain with a penchant for world domination plots his most ambitious heist yet: stealing the moon.  His plan is hilariously thwarted by three orphaned girls who unexpectedly win his heart.  Forced to confront his own capacity for love, he finds his life, and his perspective, irrevocably changed.  In the process, he learns the true meaning of family and discovers that even the most despicable among us can find redemption."
Spaceballs,7.1,1987,PG,Adventure,Mel Brooks,Mel BrooksJohn CandyRick Moranis,46.0,"https://m.media-amazon.com/images/M/MV5BMTBlNGE0N2EtZDA2OS00OTA3LWFiYjUtODI0YzFmODY3NDExXkEyXkFqcGdeQXVyMjUzOTY1NTc@._V1_QL75_UX190_CR0,0,190,281_.jpg",96.0,Title: Spaceballs; Genre: Adventure; Director: Mel Brooks; Cast: Mel BrooksJohn CandyRick Moranis,"Spaceballs, a galactic empire ruled by the ludicrously evil President Skroob, is running low on air and sets its sights on stealing the air supply of the peaceful planet Druidia.  Lone warrior Lone Starr and his co-pilot Barf, a half-man, half-dog creature, are hired to rescue Princess Vespa and thwart Skroob’s nefarious plan.  Their adventure leads them through wacky encounters with a variety of bizarre alien characters and hilarious situations.  Ultimately, they must outwit the powerful Spaceballs to save Druidia and the galaxy."
Back to the Future Part II,7.8,1989,PG,Adventure,Robert Zemeckis,Robert ZemeckisBob Gale,57.0,"https://m.media-amazon.com/images/M/MV5BZTMxMGM5MjItNDJhNy00MWI2LWJlZWMtOWFhMjI5ZTQwMWM3XkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_QL75_UX190_CR0,3,190,281_.jpg",108.0,Title: Back to the Future Part II; Genre: Adventure; Director: Robert Zemeckis; Cast: Robert ZemeckisBob Gale,"Marty McFly and Doc Brown are thrust back to 2015 to prevent a catastrophic future created by Marty's meddling.  A twisted alternate timeline reveals a dystopian Hill Valley ruled by Biff Tannen, forcing Marty to subtly alter the past to set things right.  Their time-traveling DeLorean faces unexpected challenges as they race against time to restore the original timeline.  The stakes are high, as Marty's own future, and that of his family, hangs in the balance.  A wild chase through time ensues to fix the past, present, and future all at once."
Sonic the Hedgehog 2,6.5,2022,PG,Action,Jeff Fowler,Pat CaseyJosh MillerJohn Whittington,47.0,"https://m.media-amazon.com/images/M/MV5BODRlNTY5ZjktZjE0Ni00YjZhLTk3NTItYzk0ZjYxN2QxMWEzXkEyXkFqcGdeQXVyMjMwNDgzNjc@._V1_QL75_UY281_CR0,0,190,281_.jpg",122.0,Title: Sonic the Hedgehog 2; Genre: Action; Director: Jeff Fowler; Cast: Pat CaseyJosh MillerJohn Whittington,"Sonic teams up with his best buddy Tails to take on the ultimate challenge: stopping the maniacal Dr. Robotnik, who's returned with a powerful new ally, Knuckles.  Their adventure leads them on a globe-trotting race against time, testing their teamwork and pushing their abilities to the limit.  Ancient power is at stake, and the fate of the world rests on Sonic's shoulders.  Get ready for explosive action and hilarious chaos as the blue blur faces his toughest battle yet."
Men in Black,7.3,1997,PG-13,Action,Barry Sonnenfeld,Lowell CunninghamEd Solomon,72.0,"https://m.media-amazon.com/images/M/MV5BOTlhYTVkMDktYzIyNC00NzlkLTlmN2ItOGEyMWQ4OTA2NDdmXkEyXkFqcGdeQXVyNTAyODkwOQ@@._V1_QL75_UX190_CR0,2,190,281_.jpg",98.0,Title: Men in Black; Genre: Action; Director: Barry Sonnenfeld; Cast: Lowell CunninghamEd Solomon,"A rookie agent partners with a veteran Men in Black agent to protect Earth from a dangerous intergalactic criminal.  Their mission plunges them into a hidden world teeming with bizarre alien life forms disguised among humans.  They must prevent a galactic war from erupting on Earth, while uncovering a massive conspiracy within their own organization.  With pulse-pounding action and quirky humor, they race against time to save the planet from destruction.  The fate of humanity rests on their ability to neutralize a powerful alien weapon."
Sonic the Hedgehog,6.5,2020,PG,Action,Jeff Fowler,Pat CaseyJosh MillerYuji Naka,47.0,"https://m.media-amazon.com/images/M/MV5BNTdmNmI4MzQtZTAzNS00MjhjLWEzOGQtZjI1NDNjZjk4N2JjXkEyXkFqcGdeQXVyMTM0NTUzNDIy._V1_QL75_UY281_CR0,0,190,281_.jpg",99.0,Title: Sonic the Hedgehog; Genre: Action; Director: Jeff Fowler; Cast: Pat CaseyJosh MillerYuji Naka,"When Sonic, a supersonic blue hedgehog, crashes to Earth, he must team up with a small-town sheriff to escape the clutches of a government scientist who wants to weaponize his incredible speed.  Their unlikely partnership faces perilous challenges as they race against time to prevent a catastrophic threat.  Sonic must learn to control his powers and embrace his new home, while the sheriff confronts his own past regrets.  The fate of the world hangs in the balance as they battle a powerful enemy."
Spider-Man: Far from Home,7.4,2019,PG-13,Action,Jon Watts,Chris McKennaErik SommersStan Lee,69.0,"https://m.media-amazon.com/images/M/MV5BODA5MTY0OWUtNjdlOC00NDI5LWE3NjYtNDM4MDI2MzE4OWUxXkEyXkFqcGdeQXVyOTAzODkzMjI@._V1_QL75_UX190_CR0,0,190,281_.jpg",129.0,Title: Spider-Man: Far from Home; Genre: Action; Director: Jon Watts; Cast: Chris McKennaErik SommersStan Lee,"Following the events of *Avengers: Endgame*, Peter Parker tries to leave his superhero life behind and enjoy a European summer vacation with his friends.  However, a new threat emerges in the form of the Elementals, forcing Peter to don the Spider-Man suit once more and confront a mysterious mentor named Mysterio.  As Peter battles these powerful foes, he must also grapple with the weight of his responsibilities and the complex deception surrounding his new ally.  His summer trip becomes a fight for the fate of Europe, testing his abilities and pushing him to his limits."
